"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,,,,
"ND Medicaid Professional Services Fee Schedule",,,,,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Telehealth Allowed","Modifier Required","Professional Rate","Technical Rate","General Rate","ASC Rate","NDC Required","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","Service Authorization Required","LCD/NCD","EVV","General Notes"
"65150","Revise ocular implant","Professional","Yes",,"No",,,,"$751.99","$918.49","No","No","No","No","No","No",,,
"65155","Reinsert ocular implant","Professional","Yes",,"No",,,,"$1,037.53","$918.49","No","No","No","No","No","No",,,
"65175","Removal of ocular implant","Professional","Yes",,"No",,,,"$837.84","$918.49","No","No","No","No","No","No",,,
"65205","Remove foreign body from eye","Professional","Yes",,"No",,,,"$30.95","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"65210","Remove foreign body from eye","Professional","Yes",,"No",,,,"$41.63","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"65220","Remove foreign body from eye","Professional","Yes",,"No",,,,"$65.21","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"65222","Remove foreign body from eye","Professional","Yes",,"No",,,,"$73.69","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"65235","Remove foreign body from eye","Professional","Yes",,"No",,,,"$782.94","$702.77","No","No","No","No","No","No",,,
"65260","Remove foreign body from eye","Professional","Yes",,"No",,,,"$1,052.27","$702.77","No","No","No","No","No","No",,,
"65265","Remove foreign body from eye","Professional","Yes",,"No",,,,"$1,181.96","$702.77","No","No","No","No","No","No",,,
"65270","Repair of eye wound","Professional","Yes",,"No",,,,"$302.86","$593.79","No","No","No","No","No","No",,,
"65272","Repair of eye wound","Professional","Yes",,"No",,,,"$565.93","$593.79","No","No","No","No","No","No",,,
"65273","Repair of eye wound","Professional","Yes",,"No",,,,"$407.13","Not Allowed","No","No","No","No","No","No",,,
"65275","Repair of eye wound","Professional","Yes",,"No",,,,"$634.09","$918.49","No","No","No","No","No","No",,,
"65280","Repair of eye wound","Professional","Yes",,"No",,,,"$717.36","$1,521.13","No","No","No","No","No","No",,,
"65285","Repair of eye wound","Professional","Yes",,"No",,,,"$1,182.70","$1,521.13","No","No","No","No","No","No",,,
"65286","Repair of eye wound","Professional","Yes",,"No",,,,"$746.46","$424.76","No","No","No","No","No","No",,,
"65290","Repair of eye socket wound","Professional","Yes",,"No",,,,"$525.03","$918.49","No","No","No","No","No","No",,,
"65400","Removal of eye lesion","Professional","Yes",,"No",,,,"$749.04","$287.04","No","No","No","No","No","No",,,
"65410","Biopsy of cornea","Professional","Yes",,"No",,,,"$154.75","$593.79","No","No","No","No","No","No",,,
"65420","Removal of eye lesion","Professional","Yes",,"No",,,,"$579.56","$593.79","No","No","No","No","No","No",,,
"65426","Removal of eye lesion","Professional","Yes",,"No",,,,"$719.57","$593.79","No","No","No","No","No","No",,,
"65430","Corneal smear","Professional","Yes",,"No",,,,"$124.53","Not Allowed","No","No","No","No","No","No",,,
"65435","Curette/treat cornea","Professional","Yes",,"No",,,,"$89.16","$46.70","No","No","No","No","No","No",,,
"65436","Curette/treat cornea","Professional","Yes",,"No",,,,"$420.02","$202.69","No","No","No","No","No","No",,,
"65450","Treatment of corneal lesion","Professional","Yes",,"No",,,,"$359.23","$92.66","No","No","No","No","No","No",,,
"65600","Revision of cornea","Professional","Yes",,"No",,,,"$472.34","$268.46","No","No","No","No","No","No",,,
"65710","Corneal transplant","Professional","Yes",,"No",,,,"$1,225.07","$1,521.13","No","No","No","No","No","No",,,
"65730","Corneal transplant","Professional","Yes",,"No",,,,"$1,342.60","$1,212.08","No","No","No","No","No","No",,,
"65750","Corneal transplant","Professional","Yes",,"No",,,,"$1,349.23","$1,521.13","No","No","No","No","No","No",,,
"65755","Corneal transplant","Professional","Yes",,"No",,,,"$1,344.81","$1,212.08","No","No","No","No","No","No",,,
"65756","Corneal trnspl endothelial","Professional","Yes",,"No",,,,"$1,268.18","$1,212.08","No","No","No","No","No","No",,,
"65757","Prep corneal endo allograft","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"65760","Keratomileusis","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"65765","Keratophakia","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"65767","Epikeratoplasty","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"65770","Keratoprosthesis","Professional","Yes",,"No",,,,"$1,507.30","$6,394.05","No","No","No","No","No","No",,,
"65771","Radial keratotomy","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"65772","Correction of astigmatism","Professional","Yes",,"No",,,,"$492.98","$287.04","No","No","No","No","No","No",,,
"65775","Correction of astigmatism","Professional","Yes",,"No",,,,"$619.35","$593.79","No","No","No","No","No","No",,,
"65778","Cover eye w/membrane","Professional","Yes",,"No",,,,"$1,386.08","Not Allowed","No","No","No","No","No","No",,,
"65779","Cover eye w/membrane suture","Professional","Yes",,"No",,,,"$1,212.54","Not Allowed","No","No","No","No","No","No",,,
"65780","Ocular reconst, transplant","Professional","Yes",,"No",,,,"$639.25","$918.49","No","No","No","No","No","No",,,
"65781","Ocular reconst, transplant","Professional","Yes",,"No",,,,"$1,424.03","$2,053.97","No","No","No","No","No","No",,,
"65782","Ocular reconst transplant","Professional","Yes",,"No",,,,"$1,230.96","$918.49","No","No","No","No","No","No",,,
"65785","Impltj ntrstrml crnl rng seg","Professional","Yes",,"No",,,,"$2,232.02","$1,725.23","No","No","No","No","No","No",,,
"65800","Drainage of eye","Professional","Yes",,"No",,,,"$129.32","$702.77","No","No","No","No","No","No",,,
"65810","Drainage of eye","Professional","Yes",,"No",,,,"$499.98","$702.77","No","No","No","No","No","No",,,
"65815","Drainage of eye","Professional","Yes",,"No",,,,"$688.99","$702.77","No","No","No","No","No","No",,,
"65820","Goniotomy","Professional","Yes",,"No",,,,"$883.16","$1,212.08","No","No","No","No","No","No",,,
"65850","Trabeculotomy ab externo","Professional","Yes",,"No",,,,"$903.79","$702.77","No","No","No","No","No","No",,,
"65855","Trabeculoplasty laser surg","Professional","Yes",,"No",,,,"$263.80","$128.35","No","No","No","No","No","No",,,
"65860","Severing ads ant sgm laser","Professional","Yes",,"No",,,,"$331.23","$167.11","No","No","No","No","No","No",,,
"65865","Incise inner eye adhesions","Professional","Yes",,"No",,,,"$513.98","$702.77","No","No","No","No","No","No",,,
"65870","Incise inner eye adhesions","Professional","Yes",,"No",,,,"$640.35","$702.77","No","No","No","No","No","No",,,
"65875","Incise inner eye adhesions","Professional","Yes",,"No",,,,"$682.35","$702.77","No","No","No","No","No","No",,,
"65880","Incise inner eye adhesions","Professional","Yes",,"No",,,,"$716.25","$1,212.08","No","No","No","No","No","No",,,
"65900","Remove eye lesion","Professional","Yes",,"No",,,,"$1,061.85","$702.77","No","No","No","No","No","No",,,
"65920","Remove implant of eye","Professional","Yes",,"No",,,,"$851.47","$702.77","No","No","No","No","No","No",,,
"65930","Remove blood clot from eye","Professional","Yes",,"No",,,,"$688.99","$702.77","No","No","No","No","No","No",,,
"66020","Injection treatment of eye","Professional","Yes",,"No",,,,"$212.59","$702.77","No","No","No","No","No","No",,,
"66030","Injection treatment of eye","Professional","Yes",,"No",,,,"$191.22","$702.77","No","No","No","No","No","No",,,
"66130","Remove eye lesion","Professional","Yes",,"No",,,,"$755.67","$593.79","No","No","No","No","No","No",,,
"66150","Glaucoma surgery","Professional","Yes",,"No",,,,"$943.95","$1,212.08","No","No","No","No","No","No",,,
"66155","Glaucoma surgery","Professional","Yes",,"No",,,,"$943.21","$1,212.08","No","No","No","No","No","No",,,
"66160","Glaucoma surgery","Professional","Yes",,"No",,,,"$1,059.27","$702.77","No","No","No","No","No","No",,,
"66170","Glaucoma surgery","Professional","Yes",,"No",,,,"$1,176.44","$702.77","No","No","No","No","No","No",,,
"66172","Incision of eye","Professional","Yes",,"No",,,,"$1,285.13","$702.77","No","No","No","No","No","No",,,
"66174","Trluml dil aq o/f can w/o st","Professional","Yes",,"No",,,,"$672.41","$1,212.08","No","No","No","No","No","No",,,
"66175","Trluml dil aq o/f can w/st","Professional","Yes",,"No",,,,"$778.52","$2,461.75","No","No","No","No","No","No",,,
"66179","Aqueous shunt eye w/o graft","Professional","Yes",,"No",,,,"$1,161.33","$1,917.87","No","No","No","No","No","No",,,
"66180","Aqueous shunt eye w/graft","Professional","Yes",,"No",,,,"$1,222.86","$1,981.53","No","No","No","No","No","No",,,
"66183","Insert ant drainage device","Professional","Yes",,"No",,,,"$1,105.33","$1,731.30","No","No","No","No","No","No",,,
"66184","Revision of aqueous shunt","Professional","Yes",,"No",,,,"$852.94","$702.77","No","No","No","No","No","No",,,
"66185","Revise aqueous shunt eye","Professional","Yes",,"No",,,,"$915.21","$702.77","No","No","No","No","No","No",,,
"66225","Repair/graft eye lesion","Professional","Yes",,"No",,,,"$1,003.64","$1,521.13","No","No","No","No","No","No",,,
"66250","Follow-up surgery of eye","Professional","Yes",,"No",,,,"$804.31","$593.79","No","No","No","No","No","No",,,
"66500","Incision of iris","Professional","Yes",,"No",,,,"$423.34","$702.77","No","No","No","No","No","No",,,
"66505","Incision of iris","Professional","Yes",,"No",,,,"$460.55","$702.77","No","No","No","No","No","No",,,
"66600","Remove iris and lesion","Professional","Yes",,"No",,,,"$969.00","$1,212.08","No","No","No","No","No","No",,,
"66605","Removal of iris","Professional","Yes",,"No",,,,"$1,165.75","$702.77","No","No","No","No","No","No",,,
"66625","Removal of iris","Professional","Yes",,"No",,,,"$462.39","$702.77","No","No","No","No","No","No",,,
"66630","Removal of iris","Professional","Yes",,"No",,,,"$610.51","$702.77","No","No","No","No","No","No",,,
"66635","Removal of iris","Professional","Yes",,"No",,,,"$616.04","$702.77","No","No","No","No","No","No",,,
"66680","Repair iris & ciliary body","Professional","Yes",,"No",,,,"$641.09","$702.77","No","No","No","No","No","No",,,
"66682","Repair iris & ciliary body","Professional","Yes",,"No",,,,"$713.67","$702.77","No","No","No","No","No","No",,,
"66683","Implantation iris prosthesis","Professional","Yes",,"No",,,,"$838.21","$8,036.14","No","No","No","No","No","No",,,
"66700","Destruction, ciliary body","Professional","Yes",,"No",,,,"$488.55","$702.77","No","No","No","No","No","No",,,
"66710","Ciliary transsleral therapy","Professional","Yes",,"No",,,,"$476.40","$593.79","No","No","No","No","No","No",,,
"66711","Ecp ciliary body destruction","Professional","Yes",,"No",,,,"$547.50","$702.77","No","No","No","No","No","No",,,
"66720","Destruction, ciliary body","Professional","Yes",,"No",,,,"$506.61","$593.79","No","No","No","No","No","No",,,
"66740","Destruction, ciliary body","Professional","Yes",,"No",,,,"$474.55","$593.79","No","No","No","No","No","No",,,
"66761","Revision of iris","Professional","Yes",,"No",,,,"$320.54","$177.28","No","No","No","No","No","No",,,
"66762","Revision of iris","Professional","Yes",,"No",,,,"$514.71","$265.91","No","No","No","No","No","No",,,
"66770","Removal of inner eye lesion","Professional","Yes",,"No",,,,"$571.45","$170.45","No","No","No","No","No","No",,,
"66820","Incision secondary cataract","Professional","Yes",,"No",,,,"$501.82","$702.77","No","No","No","No","No","No",,,
"66821","After cataract laser surgery","Professional","Yes",,"No",,,,"$359.97","$170.45","No","No","No","No","No","No",,,
"66825","Reposition intraocular lens","Professional","Yes",,"No",,,,"$891.63","$702.77","No","No","No","No","No","No",,,
"66830","Removal of lens lesion","Professional","Yes",,"No",,,,"$762.31","$702.77","No","No","No","No","No","No",,,
"66840","Removal of lens material","Professional","Yes",,"No",,,,"$744.25","$702.77","No","No","No","No","No","No",,,
"66850","Removal of lens material","Professional","Yes",,"No",,,,"$846.31","$702.77","No","No","No","No","No","No",,,
"66852","Removal of lens material","Professional","Yes",,"No",,,,"$899.37","$1,212.08","No","No","No","No","No","No",,,
"66920","Extraction of lens","Professional","Yes",,"No",,,,"$803.94","$702.77","No","No","No","No","No","No",,,
"66930","Extraction of lens","Professional","Yes",,"No",,,,"$918.89","$1,212.08","No","No","No","No","No","No",,,
"66940","Extraction of lens","Professional","Yes",,"No",,,,"$842.26","$702.77","No","No","No","No","No","No",,,
"66982","Xcapsl ctrc rmvl cplx wo ecp","Professional","Yes",,"No",,,,"$799.89","$702.77","No","No","No","No","No","No",,,
"66983","Cataract surg w/iol 1 stage","Professional","Yes",,"No",,,,"$0.00","$702.77","No","No","No","No","No","No",,,
"66984","Xcapsl ctrc rmvl w/o ecp","Professional","Yes",,"No",,,,"$584.35","$702.77","No","No","No","No","No","No",,,
"66985","Insert lens prosthesis","Professional","Yes",,"No",,,,"$826.78","$702.77","No","No","No","No","No","No",,,
"66986","Exchange lens prosthesis","Professional","Yes",,"No",,,,"$967.90","$702.77","No","No","No","No","No","No",,,
"66987","Xcapsl ctrc rmvl cplx w/ecp","Professional","Yes",,"No",,,,"$0.00","$1,212.08","No","No","No","No","No","No",,,
"66988","Xcapsl ctrc rmvl w/ecp","Professional","Yes",,"No",,,,"$0.00","$1,212.08","No","No","No","No","No","No",,,
"66989","Xcpsl ctrc rmvl cplx insj 1+","Professional","Yes",,"No",,,,"$917.79","$2,177.74","No","No","No","No","No","No",,,
"66990","Ophthalmic endoscope add-on","Professional","Yes",,"No",,,,"$94.32","Not Allowed","No","No","No","No","No","No",,,
"66991","Xcapsl ctrc rmvl insj 1+","Professional","Yes",,"No",,,,"$735.41","$2,175.89","No","No","No","No","No","No",,,
"66999","Unlisted px ant segment eye","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"67005","Partial removal of eye fluid","Professional","Yes",,"No",,,,"$515.82","$702.77","No","No","No","No","No","No",,,
"67010","Partial removal of eye fluid","Professional","Yes",,"No",,,,"$588.03","$702.77","No","No","No","No","No","No",,,
"67015","Release of eye fluid","Professional","Yes",,"No",,,,"$648.83","$702.77","No","No","No","No","No","No",,,
"67025","Replace eye fluid","Professional","Yes",,"No",,,,"$794.73","$702.77","No","No","No","No","No","No",,,
"67027","Implant eye drug system","Professional","Yes",,"No",,,,"$907.84","$1,089.19","No","No","No","No","No","No",,,
"67028","Injection eye drug","Professional","Yes",,"No",,,,"$121.95","$57.50","No","No","No","No","No","No",,,
"67030","Incise inner eye strands","Professional","Yes",,"No",,,,"$600.56","$702.77","No","No","No","No","No","No",,,
"67031","Laser surgery eye strands","Professional","Yes",,"No",,,,"$417.81","$170.45","No","No","No","No","No","No",,,
"67036","Removal of inner eye fluid","Professional","Yes",,"No",,,,"$960.90","$1,212.08","No","No","No","No","No","No",,,
"67039","Laser treatment of retina","Professional","Yes",,"No",,,,"$1,027.58","$1,212.08","No","No","No","No","No","No",,,
"67040","Laser treatment of retina","Professional","Yes",,"No",,,,"$1,108.64","$1,212.08","No","No","No","No","No","No",,,
"67041","Vit for macular pucker","Professional","Yes",,"No",,,,"$1,222.12","$1,212.08","No","No","No","No","No","No",,,
"67042","Vit for macular hole","Professional","Yes",,"No",,,,"$1,222.12","$1,212.08","No","No","No","No","No","No",,,
"67043","Vit for membrane dissect","Professional","Yes",,"No",,,,"$1,289.18","$1,212.08","No","No","No","No","No","No",,,
"67101","Repair detached retina crtx","Professional","Yes",,"No",,,,"$361.07","$195.70","No","No","No","No","No","No",,,
"67105","Repair detached retina pc","Professional","Yes",,"No",,,,"$319.44","$163.30","No","No","No","No","No","No",,,
"67107","Repair detached retina","Professional","Yes",,"No",,,,"$1,201.86","$1,212.08","No","No","No","No","No","No",,,
"67108","Repair detached retina","Professional","Yes",,"No",,,,"$1,272.23","$1,212.08","No","No","No","No","No","No",,,
"67110","Repair detached retina","Professional","Yes",,"No",,,,"$955.37","$485.13","No","No","No","No","No","No",,,
"67113","Repair retinal detach cplx","Professional","Yes",,"No",,,,"$1,420.71","$1,521.13","No","No","No","No","No","No",,,
"67115","Release encircling material","Professional","Yes",,"No",,,,"$537.56","$1,212.08","No","No","No","No","No","No",,,
"67120","Remove eye implant material","Professional","Yes",,"No",,,,"$719.57","$702.77","No","No","No","No","No","No",,,
"67121","Remove eye implant material","Professional","Yes",,"No",,,,"$968.63","$702.77","No","No","No","No","No","No",,,
"67141","Proph rta dtchmnt crtx dthrm","Professional","Yes",,"No",,,,"$290.70","$92.66","No","No","No","No","No","No",,,
"67145","Proph rta dtchmnt pc","Professional","Yes",,"No",,,,"$262.33","$142.65","No","No","No","No","No","No",,,
"67208","Treatment of retinal lesion","Professional","Yes",,"No",,,,"$647.72","$92.66","No","No","No","No","No","No",,,
"67210","Treatment of retinal lesion","Professional","Yes",,"No",,,,"$553.77","$267.19","No","No","No","No","No","No",,,
"67218","Treatment of retinal lesion","Professional","Yes",,"No",,,,"$1,485.19","$918.49","No","No","No","No","No","No",,,
"67220","Treatment of choroid lesion","Professional","Yes",,"No",,,,"$569.98","$281.16","No","No","No","No","No","No",,,
"67221","Ocular photodynamic ther","Professional","Yes",,"No",,,,"$303.96","$148.05","No","No","No","No","No","No",,,
"67225","Eye photodynamic ther add-on","Professional","Yes",,"No",,,,"$31.32","Not Allowed","No","No","No","No","No","No",,,
"67227","Dstrj extensive retinopathy","Professional","Yes",,"No",,,,"$317.97","$158.53","No","No","No","No","No","No",,,
"67228","Treatment x10sv retinopathy","Professional","Yes",,"No",,,,"$364.76","$169.33","No","No","No","No","No","No",,,
"67229","Tr retinal les preterm inf","Professional","Yes",,"No",,,,"$1,238.33","$170.45","No","No","No","No","No","No",,,
"67250","Reinforce eye wall","Professional","Yes",,"No",,,,"$966.42","$593.79","No","No","No","No","No","No",,,
"67255","Reinforce/graft eye wall","Professional","Yes",,"No",,,,"$741.67","$1,212.08","No","No","No","No","No","No",,,
"67299","Unlisted px posterior segmnt","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"67311","Revise eye muscle","Professional","Yes",,"No",,,,"$491.87","$593.79","No","No","No","No","No","No",,,
"67312","Revise two eye muscles","Professional","Yes",,"No",,,,"$714.04","$918.49","No","No","No","No","No","No",,,
"67314","Revise eye muscle","Professional","Yes",,"No",,,,"$491.87","$593.79","No","No","No","No","No","No",,,
"67316","Revise two eye muscles","Professional","Yes",,"No",,,,"$761.94","$593.79","No","No","No","No","No","No",,,
"67318","Revise eye muscle(s)","Professional","Yes",,"No",,,,"$737.62","$593.79","No","No","No","No","No","No",,,
"67320","Revise eye muscle(s) add-on","Professional","Yes",,"No",,,,"$185.69","Not Allowed","No","No","No","No","No","No",,,
"67331","Eye surgery follow-up add-on","Professional","Yes",,"No",,,,"$134.48","Not Allowed","No","No","No","No","No","No",,,
"67332","Rerevise eye muscles add-on","Professional","Yes",,"No",,,,"$216.64","Not Allowed","No","No","No","No","No","No",,,
"67334","Revise eye muscle w/suture","Professional","Yes",,"No",,,,"$132.64","Not Allowed","No","No","No","No","No","No",,,
"67335","Eye suture during surgery","Professional","Yes",,"No",,,,"$199.33","Not Allowed","No","No","No","No","No","No",,,
"67340","Revise eye muscle add-on","Professional","Yes",,"No",,,,"$310.60","Not Allowed","No","No","No","No","No","No",,,
"67343","Release eye tissue","Professional","Yes",,"No",,,,"$727.30","$593.79","No","No","No","No","No","No",,,
"67345","Destroy nerve of eye muscle","Professional","Yes",,"No",,,,"$261.59","$121.68","No","No","No","No","No","No","LCD editing applies, LCD L35172, Billing Article A57186",,
"67346","Biopsy, eye muscle","Professional","Yes",,"No",,,,"$207.43","$918.49","No","No","No","No","No","No",,,
"67399","Unlisted px extraocular musc","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"67400","Explore/biopsy eye socket","Professional","Yes",,"No",,,,"$1,109.01","$918.49","No","No","No","No","No","No",,,
"67405","Explore/drain eye socket","Professional","Yes",,"No",,,,"$968.63","$593.79","No","No","No","No","No","No",,,
"67412","Explore/treat eye socket","Professional","Yes",,"No",,,,"$1,055.22","$593.79","No","No","No","No","No","No",,,
"67413","Explore/treat eye socket","Professional","Yes",,"No",,,,"$1,030.53","$593.79","No","No","No","No","No","No",,,
"67414","Explr/decompress eye socket","Professional","Yes",,"No",,,,"$1,545.98","$918.49","No","No","No","No","No","No",,,
"67415","Aspiration, orbital contents","Professional","Yes",,"No",,,,"$109.80","$593.79","No","No","No","No","No","No",,,
"67420","Explore/treat eye socket","Professional","Yes",,"No",,,,"$1,850.32","$918.49","No","No","No","No","No","No",,,
"67430","Explore/treat eye socket","Professional","Yes",,"No",,,,"$1,481.87","$918.49","No","No","No","No","No","No",,,
"67440","Explore/drain eye socket","Professional","Yes",,"No",,,,"$1,438.03","$1,164.15","No","No","No","No","No","No",,,
"67445","Explr/decompress eye socket","Professional","Yes",,"No",,,,"$1,628.88","$918.49","No","No","No","No","No","No",,,
"67450","Explore/biopsy eye socket","Professional","Yes",,"No",,,,"$1,489.98","$918.49","No","No","No","No","No","No",,,
"67500","Inject/treat eye socket","Professional","Yes",,"No",,,,"$82.90","$32.41","No","No","No","No","No","No",,,
"67505","Inject/treat eye socket","Professional","Yes",,"No",,,,"$91.74","$40.35","No","No","No","No","No","No",,,
"67515","Inject/treat eye socket","Professional","Yes",,"No",,,,"$55.27","$22.87","No","No","No","No","No","No",,,
"67516","Sprchoroidal spc njx rx agt","Professional","Yes",,"No",,,,"$129.69","$61.00","No","No","No","No","No","No",,,
"67550","Insert eye socket implant","Professional","Yes",,"No",,,,"$1,161.70","$918.49","No","No","No","No","No","No",,,
"67560","Revise eye socket implant","Professional","Yes",,"No",,,,"$1,186.01","$918.49","No","No","No","No","No","No",,,
"67570","Decompress optic nerve","Professional","Yes",,"No",,,,"$1,359.92","$918.49","No","No","No","No","No","No",,,
"67599","Unlisted procedure orbit","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"67700","Blepharotomy drg absc eyelid","Professional","Yes",,"No",,,,"$301.75","$92.66","No","No","No","No","No","No",,,
"67710","Severing tarsorrhaphy","Professional","Yes",,"No",,,,"$257.17","$186.49","No","No","No","No","No","No",,,
"67715","Canthotomy","Professional","Yes",,"No",,,,"$281.12","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67800","Remove eyelid lesion","Professional","Yes",,"No",,,,"$140.38","$74.34","No","No","No","No","No","No",,,
"67801","Remove eyelid lesions","Professional","Yes",,"No",,,,"$176.85","$89.27","No","No","No","No","No","No",,,
"67805","Remove eyelid lesions","Professional","Yes",,"No",,,,"$221.07","$115.64","No","No","No","No","No","No",,,
"67808","Remove eyelid lesion(s)","Professional","Yes",,"No",,,,"$397.92","$593.79","No","No","No","No","No","No",,,
"67810","Incal bx eyelid skn lid mrgn","Professional","Yes",,"No",,,,"$197.12","$130.57","No","No","No","No","No","No",,,
"67820","Revise eyelashes","Professional","Yes",,"No",,,,"$20.26","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"67825","Revise eyelashes","Professional","Yes",,"No",,,,"$145.53","$78.15","No","No","No","No","No","No",,,
"67830","Revise eyelashes","Professional","Yes",,"No",,,,"$288.49","$287.04","No","No","No","No","No","No",,,
"67835","Revise eyelashes","Professional","Yes",,"No",,,,"$477.13","$593.79","No","No","No","No","No","No",,,
"67840","Remove eyelid lesion","Professional","Yes",,"No",,,,"$298.44","$188.40","No","No","No","No","No","No",,,
"67850","Dstrj lesion lid margin <1cm","Professional","Yes",,"No",,,,"$233.22","$143.28","No","No","No","No","No","No",,,
"67875","Closure of eyelid by suture","Professional","Yes",,"No",,,,"$194.91","$287.04","No","No","No","No","No","No",,,
"67880","Revision of eyelid","Professional","Yes",,"No",,,,"$504.40","$593.79","No","No","No","No","No","No",,,
"67882","Revision of eyelid","Professional","Yes",,"No",,,,"$617.14","$593.79","No","No","No","No","No","No",,,
"67900","Repair brow defect","Professional","Yes",,"No",,,,"$701.88","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67901","Repair eyelid defect","Professional","Yes",,"No",,,,"$854.05","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67902","Repair eyelid defect","Professional","Yes",,"No",,,,"$779.99","$918.49","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67903","Repair eyelid defect","Professional","Yes",,"No",,,,"$649.93","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67904","Repair eyelid defect","Professional","Yes",,"No",,,,"$796.20","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67906","Repair eyelid defect","Professional","Yes",,"No",,,,"$543.45","$918.49","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67908","Repair eyelid defect","Professional","Yes",,"No",,,,"$583.98","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67909","Revise eyelid defect","Professional","Yes",,"No",,,,"$590.98","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67911","Revise eyelid defect","Professional","Yes",,"No",,,,"$602.40","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67912","Correction eyelid w/implant","Professional","Yes",,"No",,,,"$953.53","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67914","Repair eyelid defect","Professional","Yes",,"No",,,,"$523.92","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67915","Repair eyelid defect","Professional","Yes",,"No",,,,"$335.65","$222.39","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67916","Repair eyelid defect","Professional","Yes",,"No",,,,"$654.35","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67917","Repair eyelid defect","Professional","Yes",,"No",,,,"$669.83","$593.79","No","No","No","No","No","No",,,
"67921","Repair eyelid defect","Professional","Yes",,"No",,,,"$512.13","$593.79","No","No","No","No","No","No",,,
"67922","Repair eyelid defect","Professional","Yes",,"No",,,,"$330.12","$217.62","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67923","Repair eyelid defect","Professional","Yes",,"No",,,,"$654.72","$593.79","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"67924","Repair eyelid defect","Professional","Yes",,"No",,,,"$697.09","$593.79","No","No","No","No","No","No",,,
"67930","Repair eyelid wound","Professional","Yes",,"No",,,,"$398.29","$222.07","No","No","No","No","No","No",,,
"67935","Repair eyelid wound","Professional","Yes",,"No",,,,"$645.88","$593.79","No","No","No","No","No","No",,,
"67938","Remove eyelid foreign body","Professional","Yes",,"No",,,,"$282.23","$92.66","No","No","No","No","No","No",,,
