"North Dakota Department of Health and Human Services",,,,,,,,,,,,,,,,,,,
"ND Medicaid Professional Services Fee Schedule",,,,,,,,,,,,,,,,,,,
"Inclusion or exclusion of a procedure code, supply, product, or service does not imply Medicaid coverage, reimbursement, or lack thereof.",,,,,,,,,,,,,,,,,,,
"Data Updated as of 02/08/2026",,,,,,,,,,,,,,,,,,,
"Code","Short Description","Category","Covered","Coverage Notes","Telehealth Allowed","Modifier Required","Professional Rate","Technical Rate","General Rate","ASC Rate","NDC Required","FQHC Generate Encounter","RHC Generate Encounter","IHS/Tribal Generate Encounter","ORP Provider NPI Required","Service Authorization Required","LCD/NCD","EVV","General Notes"
"67950","Revision of eyelid","Professional","Yes",,"No",,,,"$630.04","$593.79","No","No","No","No","No","No",,,
"67961","Revision of eyelid","Professional","Yes",,"No",,,,"$635.19","$593.79","No","No","No","No","No","No",,,
"67966","Revision of eyelid","Professional","Yes",,"No",,,,"$836.73","$593.79","No","No","No","No","No","No",,,
"67971","Reconstruction of eyelid","Professional","Yes",,"No",,,,"$771.52","$593.79","No","No","No","No","No","No",,,
"67973","Reconstruction of eyelid","Professional","Yes",,"No",,,,"$991.85","$593.79","No","No","No","No","No","No",,,
"67974","Reconstruction of eyelid","Professional","Yes",,"No",,,,"$989.64","$918.49","No","No","No","No","No","No",,,
"67975","Reconstruction of eyelid","Professional","Yes",,"No",,,,"$731.73","$593.79","No","No","No","No","No","No",,,
"67999","Unlisted procedure eyelids","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"68020","Incise/drain eyelid lining","Professional","Yes",,"No",,,,"$131.53","$66.72","No","No","No","No","No","No",,,
"68040","Treatment of eyelid lesions","Professional","Yes",,"No",,,,"$68.16","$31.13","No","No","No","No","No","No",,,
"68100","Biopsy conjunctiva","Professional","Yes",,"No",,,,"$191.96","$120.73","No","No","No","No","No","No",,,
"68110","Exc les conjunctiva <1 cm","Professional","Yes",,"No",,,,"$254.22","$158.85","No","No","No","No","No","No",,,
"68115","Exc les conjunctiva >1 cm","Professional","Yes",,"No",,,,"$354.44","$593.79","No","No","No","No","No","No",,,
"68130","Exc les conjunctiva adj scl","Professional","Yes",,"No",,,,"$593.93","$593.79","No","No","No","No","No","No",,,
"68135","Destruction les conjunctiva","Professional","Yes",,"No",,,,"$171.33","$85.14","No","No","No","No","No","No",,,
"68200","Treat eyelid by injection","Professional","Yes",,"No",,,,"$44.95","Not Allowed","No","No","No","No","No","No",,,
"68320","Revise/graft eyelid lining","Professional","Yes",,"No",,,,"$799.89","$593.79","No","No","No","No","No","No",,,
"68325","Revise/graft eyelid lining","Professional","Yes",,"No",,,,"$706.30","$918.49","No","No","No","No","No","No",,,
"68326","Revise/graft eyelid lining","Professional","Yes",,"No",,,,"$693.78","$918.49","No","No","No","No","No","No",,,
"68328","Revise/graft eyelid lining","Professional","Yes",,"No",,,,"$757.52","$593.79","No","No","No","No","No","No",,,
"68330","Revise eyelid lining","Professional","Yes",,"No",,,,"$670.56","$702.77","No","No","No","No","No","No",,,
"68335","Revise/graft eyelid lining","Professional","Yes",,"No",,,,"$695.99","$918.49","No","No","No","No","No","No",,,
"68340","Separate eyelid adhesions","Professional","Yes",,"No",,,,"$644.77","$593.79","No","No","No","No","No","No",,,
"68360","Revise eyelid lining","Professional","Yes",,"No",,,,"$583.98","$918.49","No","No","No","No","No","No",,,
"68362","Revise eyelid lining","Professional","Yes",,"No",,,,"$704.83","$593.79","No","No","No","No","No","No",,,
"68371","Harvest eye tissue, alograft","Professional","Yes",,"No",,,,"$444.34","$593.79","No","No","No","No","No","No",,,
"68399","Unlisted px conjunctiva","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"68400","I&d lacrimal gland","Professional","Yes",,"No",,,,"$317.23","$215.72","No","No","No","No","No","No",,,
"68420","I&d lacrimal sac","Professional","Yes",,"No",,,,"$354.07","$227.79","No","No","No","No","No","No",,,
"68440","Snip inc lacrimal punctum","Professional","Yes",,"No",,,,"$113.85","$65.45","No","No","No","No","No","No",,,
"68500","Removal of tear gland","Professional","Yes",,"No",,,,"$1,141.80","$918.49","No","No","No","No","No","No",,,
"68505","Partial removal tear gland","Professional","Yes",,"No",,,,"$1,136.64","$918.49","No","No","No","No","No","No",,,
"68510","Biopsy of tear gland","Professional","Yes",,"No",,,,"$482.29","$593.79","No","No","No","No","No","No",,,
"68520","Removal of tear sac","Professional","Yes",,"No",,,,"$794.36","$918.49","No","No","No","No","No","No",,,
"68525","Biopsy of tear sac","Professional","Yes",,"No",,,,"$274.12","$593.79","No","No","No","No","No","No",,,
"68530","Clearance of tear duct","Professional","Yes",,"No",,,,"$464.24","$92.66","No","No","No","No","No","No",,,
"68540","Remove tear gland lesion","Professional","Yes",,"No",,,,"$1,054.85","$593.79","No","No","No","No","No","No",,,
"68550","Remove tear gland lesion","Professional","Yes",,"No",,,,"$1,311.65","$918.49","No","No","No","No","No","No",,,
"68700","Repair tear ducts","Professional","Yes",,"No",,,,"$649.56","$593.79","No","No","No","No","No","No",,,
"68705","Revise tear duct opening","Professional","Yes",,"No",,,,"$278.91","$92.66","No","No","No","No","No","No",,,
"68720","Create tear sac drain","Professional","Yes",,"No",,,,"$871.00","$918.49","No","No","No","No","No","No",,,
"68745","Create tear duct drain","Professional","Yes",,"No",,,,"$876.52","$918.49","No","No","No","No","No","No",,,
"68750","Create tear duct drain","Professional","Yes",,"No",,,,"$923.68","$918.49","No","No","No","No","No","No",,,
"68760","Close tear duct opening","Professional","Yes",,"No",,,,"$235.07","$143.60","No","No","No","No","No","No",,,
"68761","Close tear duct opening","Professional","Yes",,"No",,,,"$156.96","$89.27","No","No","No","No","No","No",,,
"68770","Close tear system fistula","Professional","Yes",,"No",,,,"$675.35","$593.79","No","No","No","No","No","No",,,
"68801","Dilate tear duct opening","Professional","Yes",,"No",,,,"$103.90","Not Allowed","No","No","No","No","No","No",,,
"68810","Probe nasolacrimal duct","Professional","Yes",,"No",,,,"$173.90","$92.66","No","No","No","No","No","No",,,
"68811","Probe nasolacrimal duct","Professional","Yes",,"No",,,,"$146.27","$593.79","No","No","No","No","No","No",,,
"68815","Probe nasolacrimal duct","Professional","Yes",,"No",,,,"$400.86","$593.79","No","No","No","No","No","No",,,
"68816","Probe nl duct w/balloon","Professional","Yes",,"No",,,,"$886.47","$593.79","No","No","No","No","No","No",,,
"68840","Explore/irrigate tear ducts","Professional","Yes",,"No",,,,"$144.43","$81.65","No","No","No","No","No","No",,,
"68841","Insj rx elut implt lac canal","Professional","Yes",,"No",,,,"$41.27","Not Allowed","No","No","No","No","No","No",,,
"68850","Injection for tear sac x-ray","Professional","Yes",,"No",,,,"$62.64","Not Allowed","No","No","No","No","No","No",,,
"68899","Unlisted px lacrimal system","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"69000","Drg xtrnl ear absc/hem smpl","Professional","Yes",,"No",,,,"$199.70","$121.04","No","No","No","No","No","No",,,
"69005","Drg xtrnl ear absc/hem comp","Professional","Yes",,"No",,,,"$236.17","$129.62","No","No","No","No","No","No",,,
"69020","Drg xtrnl aud canal abscess","Professional","Yes",,"No",,,,"$249.44","$162.98","No","No","No","No","No","No",,,
"69090","Ear piercing","Professional","No",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"69100","Biopsy of external ear","Professional","Yes",,"No",,,,"$102.80","$61.63","No","No","No","No","No","No",,,
"69105","Biopsy of external ear canal","Professional","Yes",,"No",,,,"$154.75","$104.21","No","No","No","No","No","No",,,
"69110","Remove external ear partial","Professional","Yes",,"No",,,,"$506.24","$695.59","No","No","No","No","No","No",,,
"69120","Removal of external ear","Professional","Yes",,"No",,,,"$418.92","$1,688.39","No","No","No","No","No","No",,,
"69140","Remove ear canal lesion(s)","Professional","Yes",,"No",,,,"$976.00","$1,688.39","No","No","No","No","No","No",,,
"69145","Remove ear canal lesion(s)","Professional","Yes",,"No",,,,"$441.39","$695.59","No","No","No","No","No","No",,,
"69150","Extensive ear canal surgery","Professional","Yes",,"No",,,,"$1,075.11","$1,688.39","No","No","No","No","No","No",,,
"69155","Extensive ear/neck surgery","Professional","Yes",,"No",,,,"$1,739.05","Not Allowed","No","No","No","No","No","No",,,
"69200","Clear outer ear canal","Professional","Yes",,"No",,,,"$86.95","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"69205","Clear outer ear canal","Professional","Yes",,"No",,,,"$102.80","$409.91","No","No","No","No","No","No",,,
"69209","Remove impacted ear wax uni","Professional","Yes",,"No",,,,"$17.32","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"69210","Remove impacted ear wax uni","Professional","Yes",,"No",,,,"$51.95","Not Allowed","No","Yes","Yes","Yes","No","No",,,
"69220","Clean out mastoid cavity","Professional","Yes",,"No",,,,"$85.48","Not Allowed","No","No","No","No","No","No",,,
"69222","Clean out mastoid cavity","Professional","Yes",,"No",,,,"$233.22","$151.54","No","No","No","No","No","No",,,
"69300","Revise external ear","Professional","Yes",,"No",,,,"$702.25","$807.02","No","No","No","No","No","Yes, this service is authorized through Acentra.",,,"Service authorization is not required when the member has Medicare primary and the service is covered by Medicare."
"69310","Rebuild outer ear canal","Professional","Yes",,"No",,,,"$1,205.91","$1,688.39","No","No","No","No","No","No",,,
"69320","Rebuild outer ear canal","Professional","Yes",,"No",,,,"$1,680.10","$1,688.39","No","No","No","No","No","No",,,
"69399","Unlisted px external ear","Professional","Yes",,"No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"69420","Incision of eardrum","Professional","Yes",,"No",,,,"$206.70","$71.84","No","No","No","No","No","No",,,
"69421","Incision of eardrum","Professional","Yes",,"No",,,,"$164.69","$807.02","No","No","No","No","No","No",,,
"69424","Remove ventilating tube","Professional","Yes",,"No",,,,"$138.17","$90.54","No","No","No","No","No","No",,,
"69433","Create eardrum opening","Professional","Yes",,"No",,,,"$218.49","$135.02","No","No","No","No","No","No",,,
"69436","Create eardrum opening","Professional","Yes",,"No",,,,"$173.54","$380.46","No","No","No","No","No","No",,,
"69440","Exploration of middle ear","Professional","Yes",,"No",,,,"$743.15","$807.02","No","No","No","No","No","No",,,
"69450","Eardrum revision","Professional","Yes",,"No",,,,"$589.51","$807.02","No","No","No","No","No","No",,,
"69501","Mastoidectomy","Professional","Yes",,"No",,,,"$762.67","$1,688.39","No","No","No","No","No","No",,,
"69502","Mastoidectomy","Professional","Yes",,"No",,,,"$1,011.00","$1,688.39","No","No","No","No","No","No",,,
"69505","Remove mastoid structures","Professional","Yes",,"No",,,,"$1,325.65","$1,688.39","No","No","No","No","No","No",,,
"69511","Extensive mastoid surgery","Professional","Yes",,"No",,,,"$1,355.50","$1,688.39","No","No","No","No","No","No",,,
"69530","Extensive mastoid surgery","Professional","Yes",,"No",,,,"$1,806.47","$1,688.39","No","No","No","No","No","No",,,
"69535","Remove part of temporal bone","Professional","Yes",,"No",,,,"$2,851.37","Not Allowed","No","No","No","No","No","No",,,
"69540","Excision aural polyp","Professional","Yes",,"No",,,,"$226.59","$152.81","No","No","No","No","No","No",,,
"69550","Exc aurl glomus tum trnscanl","Professional","Yes",,"No",,,,"$1,147.70","$1,688.39","No","No","No","No","No","No",,,
"69552","Exc aurl glomus tum trnsmstd","Professional","Yes",,"No",,,,"$1,704.04","$1,688.39","No","No","No","No","No","No",,,
"69554","Exc aurl glomus tum extended","Professional","Yes",,"No",,,,"$2,706.94","Not Allowed","No","No","No","No","No","No",,,
"69601","Revj mstdc rsltg compl mstdc","Professional","Yes",,"No",,,,"$1,089.85","$1,688.39","No","No","No","No","No","No",,,
"69602","Rev mstdc rslt mod rad mstdc","Professional","Yes",,"No",,,,"$1,165.38","$1,688.39","No","No","No","No","No","No",,,
"69603","Revj mstdc rsltg rad mstdc","Professional","Yes",,"No",,,,"$1,384.61","$1,688.39","No","No","No","No","No","No",,,
"69604","Revj mstdc rsltg tympanplsty","Professional","Yes",,"No",,,,"$1,190.80","$1,688.39","No","No","No","No","No","No",,,
"69610","Tympanic membrane repair","Professional","Yes",,"No",,,,"$411.92","$202.69","No","No","No","No","No","No",,,
"69620","Myringoplasty","Professional","Yes",,"No",,,,"$803.57","$807.02","No","No","No","No","No","No",,,
"69631","Repair eardrum structures","Professional","Yes",,"No",,,,"$954.63","$1,688.39","No","No","No","No","No","No",,,
"69632","Rebuild eardrum structures","Professional","Yes",,"No",,,,"$1,159.86","$1,688.39","No","No","No","No","No","No",,,
"69633","Rebuild eardrum structures","Professional","Yes",,"No",,,,"$1,128.54","$1,688.39","No","No","No","No","No","No",,,
"69635","Repair eardrum structures","Professional","Yes",,"No",,,,"$1,374.66","$1,688.39","No","No","No","No","No","No",,,
"69636","Rebuild eardrum structures","Professional","Yes",,"No",,,,"$1,518.35","$1,688.39","No","No","No","No","No","No",,,
"69637","Rebuild eardrum structures","Professional","Yes",,"No",,,,"$1,512.09","$1,688.39","No","No","No","No","No","No",,,
"69641","Revise middle ear & mastoid","Professional","Yes",,"No",,,,"$1,116.38","$1,688.39","No","No","No","No","No","No",,,
"69642","Revise middle ear & mastoid","Professional","Yes",,"No",,,,"$1,431.40","$1,688.39","No","No","No","No","No","No",,,
"69643","Revise middle ear & mastoid","Professional","Yes",,"No",,,,"$1,309.07","$1,688.39","No","No","No","No","No","No",,,
"69644","Revise middle ear & mastoid","Professional","Yes",,"No",,,,"$1,623.72","$1,688.39","No","No","No","No","No","No",,,
"69645","Revise middle ear & mastoid","Professional","Yes",,"No",,,,"$1,594.25","$1,688.39","No","No","No","No","No","No",,,
"69646","Revise middle ear & mastoid","Professional","Yes",,"No",,,,"$1,685.62","$1,688.39","No","No","No","No","No","No",,,
"69650","Stapes mobilization","Professional","Yes",,"No",,,,"$861.79","$807.02","No","No","No","No","No","No",,,
"69660","Revise middle ear bone","Professional","Yes",,"No",,,,"$990.00","$1,688.39","No","No","No","No","No","No",,,
"69661","Revise middle ear bone","Professional","Yes",,"No",,,,"$1,288.81","$1,688.39","No","No","No","No","No","No",,,
"69662","Revise middle ear bone","Professional","Yes",,"No",,,,"$1,231.70","$1,688.39","No","No","No","No","No","No",,,
"69666","Repair middle ear structures","Professional","Yes",,"No",,,,"$866.94","$807.02","No","No","No","No","No","No",,,
"69667","Repair middle ear structures","Professional","Yes",,"No",,,,"$867.31","$807.02","No","No","No","No","No","No",,,
"69670","Remove mastoid air cells","Professional","Yes",,"No",,,,"$1,012.48","$1,688.39","No","No","No","No","No","No",,,
"69676","Remove middle ear nerve","Professional","Yes",,"No",,,,"$894.95","$807.02","No","No","No","No","No","No",,,
"69700","Close mastoid fistula","Professional","Yes",,"No",,,,"$715.15","$380.46","No","No","No","No","No","No",,,
"69705","Nps surg dilat eust tube uni","Professional","Yes",,"No",,,,"$2,814.90","$2,452.15","No","No","No","No","No","No",,,
"69706","Nps surg dilat eust tube bi","Professional","Yes",,"No",,,,"$2,911.43","$2,444.57","No","No","No","No","No","No",,,
"69710","Implant/replace hearing aid","Professional","Yes","This code is not paid separately.","No",,,,"$0.00","Not Allowed","No","No","No","No","No","No",,,
"69711","Remove/repair hearing aid","Professional","Yes",,"No",,,,"$899.00","$807.02","No","No","No","No","No","No",,,
"69714","Impl oi implt skull perq esp","Professional","Yes",,"No",,,,"$532.77","$5,892.84","No","No","No","No","No","Yes, submit SFN 511",,,
"69716","Impl oi implt sk tc esp<100","Professional","Yes",,"No",,,,"$665.41","$5,885.89","No","No","No","No","No","Yes, submit SFN 511",,,
"69717","Rplcmt oi implt skl prq esp","Professional","Yes",,"No",,,,"$602.03","$3,090.20","No","No","No","No","No","Yes, submit SFN 511",,,
"69719","Rplcm oi implt sk tc esp<100","Professional","Yes",,"No",,,,"$690.46","$6,117.41","No","No","No","No","No","Yes, submit SFN 511",,,
